,Brand,Model,Seating_Capacity,Body_Type,Variant_Number,Fuel_Type,Transmission,Available_Colors,On_Road_Pric,Delivery_Days,Location
936,Mercedes-Benz,AMG SL55 Roadster,4,Convertible,,Petrol,Automatic,3,,,Mumbai
937,Mercedes-Benz,C-Class,5,Sedan,1,Diesel,Automatic,6,74.49,,Mumbai
938,Volvo,EX40,5,SUV,,Electric,Automatic,6,57.85,,Mumbai
939,Maserati,Grecale,5,SUV,1,Petrol,Automatic,4,,,Mumbai
940,BMW,M5,5,Sedan,,Petrol,Automatic,10,,,Mumbai
941,Volvo,XC90,7,SUV,,Petrol,Automatic,6,,,Mumbai
942,Volkswagen,Golf GTI,5,Hatchback,,Petrol,Automatic,4,62.59,,Mumbai
943,Volkswagen,Tiguan R-Line,5,SUV,,Petrol,Automatic,6,57.89,,Mumbai
944,Land Rover,Range Rover Evoque,5,SUV,1,Diesel,Automatic,3,83.40,,Mumbai
945,Mahindra,XUV300,5,,1,Petrol,Automatic,9,16.06,,Mumbai
946,Maruti Suzuki,Alto (2019-2023),5,Hatchback,1,CNG,Manual,6,6.01,,Mumbai
947,Maruti Suzuki,Ciaz,5,Sedan,1,Petrol,Automatic,7,13.82,,Mumbai
948,Tata,Nexon EV Prime (2020-2023),5,SUV,1,Electric,Automatic,,17.74,,Mumbai
949,Tata,Harrier (2020-2023),5,SUV,1,Diesel,Automatic,,24.15,,Mumbai
950,Toyota,Innova Crysta (2020-2023),8,,1,Diesel,Manual,7,27.58,,Mumbai
951,Tata,Nexon (2020-2023),5,SUV,1,Petrol,Manual,,14.06,,Mumbai
952,Maruti Suzuki,Swift (2021-2024),5,Hatchback,1,Petrol,Automatic,7,10.05,,Mumbai
953,Kia,Seltos (2022-2023),5,SUV,1,Petrol,Manual,11,16.00,,Mumbai
954,Tata,Tiago EV (2022-2025),5,Hatchback,1,Electric,Automatic,5,12.42,,Mumbai
955,Skoda,Kushaq (2021-2023),5,SUV,1,Petrol,Automatic,5,19.97,,Mumbai
956,Hyundai,Aura (2020-2023),5,Sedan,1,Diesel,Manual,6,11.11,,Mumbai
957,Tata,Tiago (2020-2025),5,Hatchback,1,Petrol,Manual,3,5.91,,Mumbai
958,Hyundai,Alcazar (2021-2023),7,,1,Petrol,Automatic,6,24.53,,Mumbai
959,Tata,Tigor (2020-2025),5,Sedan,1,Petrol,Automatic,5,8.82,,Mumbai
960,Tata,Nexon,5,SUV,1,Petrol,Manual,4,10.65,11,Chennai
961,Tata,Punch,5,SUV,1,Petrol,Manual,2,7.49,11,Chennai
962,Hyundai,Grand i10 Nios,5,Hatchback,1,Petrol,Automatic,7,9.59,8,Chennai
963,Hyundai,Aura,5,Sedan,1,Petrol,Manual,,7.88,11,Chennai
964,Maruti Suzuki,Wagon R,5,Hatchback,1,Petrol,Manual,3,6.66,11,Chennai
965,Tata,Altroz (2020-2025),5,Hatchback,1,Petrol,Manual,2,8.21,11,Chennai
966,Hyundai,Venue,5,SUV,1,Petrol,Manual,5,11.86,8,Chennai
967,MG,Astor,5,SUV,1,Petrol,Automatic,6,20.54,8,Chennai
968,Renault,Kiger,5,SUV,1,Petrol,Manual,8,10.49,8,Chennai
969,MG,Gloster,7,SUV,1,Diesel,Automatic,4,51.41,50,Chennai
970,Maruti Suzuki,Grand Vitara,5,SUV,1,Petrol,Manual,,14.02,11,Chennai
971,Tata,Nexon EV,5,SUV,1,Electric,Automatic,4,15.01,11,Chennai
972,Hyundai,Venue N-Line,5,SUV,1,Petrol,Manual,5,16.23,11,Chennai
973,Maruti Suzuki,Alto K10,5,Hatchback,1,Petrol,Manual,7,6.14,11,Chennai
974,Maruti Suzuki,Celerio,5,Hatchback,1,Petrol,Manual,6,6.70,11,Chennai
975,Maruti Suzuki,Brezza,5,SUV,1,Petrol,Manual,5,10.27,11,Chennai
976,Maruti Suzuki,Ertiga,7,SUV,1,CNG,Manual,6,13.58,84,Chennai
977,Renault,Kwid,5,Hatchback,1,Petrol,Manual,5,6.68,11,Chennai
978,Hyundai,i20 N Line,5,Hatchback,1,Petrol,Manual,7,11.87,11,Chennai
979,Hyundai,Creta,5,SUV,1,Diesel,Manual,13,19.98,8,Chennai
980,Renault,Triber,7,MUV,1,Petrol,Manual,2,7.39,45,Chennai
981,Maruti Suzuki,XL6,6,SUV,1,Petrol,Manual,6,14.39,11,Chennai
982,Mahindra,XUV700,7,SUV,1,Diesel,Manual,5,22.47,11,Chennai
983,Maruti Suzuki,Eeco,5,Van,1,Petrol,Manual,5,7.15,11,Chennai
984,Hyundai,Tucson,5,SUV,1,Petrol,Automatic,5,37.05,84,Chennai
985,Mahindra,Scorpio-N,7,SUV,1,Diesel,Manual,7,27.29,11,Chennai
986,Mahindra,Bolero,7,SUV,1,Diesel,Manual,2,11.81,56,Chennai
987,Hyundai,Exter,5,SUV,1,CNG,Manual,7,11.18,8,Chennai
988,Maruti Suzuki,Fronx,5,SUV,1,Petrol,Manual,6,8.94,11,Chennai
989,Maruti Suzuki,Invicto,7,SUV,1,Petrol,Automatic,4,31.74,90,Chennai
990,Hyundai,Verna,5,Sedan,1,Petrol,Manual,7,13.85,11,Chennai
991,Tata,Harrier,5,SUV,1,Diesel,Automatic,2,24.19,11,Chennai
992,Mahindra,Scorpio Classic,7,SUV,1,Diesel,Manual,5,22.13,11,Chennai
993,Mahindra,XUV400,5,SUV,1,Electric,Automatic,10,18.15,56,Chennai
994,Kia,Seltos,5,SUV,1,Petrol,Manual,7,13.88,11,Chennai
995,Kia,Sonet,5,SUV,1,Petrol,Manual,7,10.00,11,Chennai
996,Kia,Carens,7,SUV,1,Petrol,Manual,7,14.12,11,Chennai
997,MG,Comet EV,4,Hatchback,1,Electric,Automatic,3,9.37,11,Chennai
998,MG,Hector,5,SUV,1,Diesel,Manual,7,28.29,8,Chennai
999,MG,Hector Plus,6,SUV,1,Diesel,Manual,2,21.98,8,Chennai
1000,Citroen,C3,5,SUV,1,Petrol,Manual,4,7.75,28,Chennai
1001,Citroen,E-C3,5,SUV,1,Electric,Automatic,4,13.91,12,Chennai
1002,Citroen,C5 Aircross,5,SUV,,Diesel,Automatic,7,44.57,21,Chennai
1003,MG,ZS EV,5,SUV,1,Electric,Automatic,4,19.92,11,Chennai
1004,Maruti Suzuki,Jimny,4,SUV,1,Petrol,Manual,5,15.66,12,Chennai
1005,Maruti Suzuki,S-Presso,5,SUV,1,Petrol,Manual,7,6.56,11,Chennai
1006,Tata,Safari,7,SUV,1,Diesel,Manual,2,24.19,11,Chennai
1007,Hyundai,i20,5,Hatchback,1,Petrol,Manual,6,9.35,11,Chennai
1008,Kia,Carens Clavis,6,SUV,1,Petrol,Manual,7,14.23,11,Chennai
1009,Tata,Altroz,5,Hatchback,1,Petrol,Manual,5,9.23,11,Chennai
1010,Skoda,Kushaq,5,SUV,1,Petrol,Automatic,4,16.76,90,Chennai
1011,Hyundai,Creta N Line,5,SUV,1,Petrol,Manual,7,24.45,11,Chennai
1012,Maruti Suzuki,Baleno,5,Hatchback,1,Petrol,Manual,6,7.97,11,Chennai
1013,Tata,Punch EV,5,SUV,1,Electric,Automatic,4,12.74,11,Chennai
1014,Kia,Syros,5,SUV,1,Petrol,Manual,8,11.16,11,Chennai
1015,Mahindra,Thar,4,SUV,1,Diesel,Manual,5,16.62,11,Chennai
1016,Tata,Tiago,5,Hatchback,1,Petrol,Manual,2,6.06,11,Chennai
1017,Tata,Tiago EV,5,Hatchback,1,Electric,Automatic,6,9.53,11,Chennai
1018,Tata,Tiago NRG,5,Hatchback,1,Petrol,Manual,4,8.80,90,Chennai
1019,Maruti Suzuki,Ignis,5,Hatchback,1,Petrol,Manual,6,6.96,11,Chennai
1020,Mahindra,XUV 3XO,5,SUV,1,Diesel,Manual,7,12.07,11,Chennai
1021,Maruti Suzuki,Swift,5,Hatchback,1,Petrol,Manual,4,7.72,11,Chennai
1022,Tata,Tigor,5,Sedan,1,Petrol,Manual,2,8.92,11,Chennai
1023,Mahindra,BE 6,5,SUV,1,Electric,Automatic,8,21.35,56,Chennai
1024,Mahindra,Bolero Neo,7,SUV,1,Diesel,Manual,5,12.05,56,Chennai
1025,Tata,Curvv EV,5,SUV,1,Electric,Automatic,5,22.62,11,Chennai
1026,Tata,Curvv,5,SUV,1,Petrol,Manual,5,16.21,11,Chennai
1027,Hyundai,Creta Electric,5,SUV,1,Electric,Automatic,5,19.29,11,Chennai
1028,Mahindra,XEV 9e,5,SUV,1,Electric,Automatic,7,24.51,56,Chennai
1029,Citroen,Basalt,5,SUV,1,Petrol,Manual,2,10.20,8,Chennai
1030,Hyundai,Alcazar,7,SUV,1,Petrol,Automatic,13,27.23,8,Chennai
1031,MG,Windsor EV,5,SUV,1,Electric,Automatic,,15.18,11,Chennai
1032,Mahindra,Thar Roxx,5,SUV,1,Petrol,Manual,3,16.57,65,Chennai
1033,Nissan,Magnite,5,SUV,1,Petrol,Manual,2,7.45,11,Chennai
1034,Maruti Suzuki,Dzire,5,Sedan,1,Petrol,Manual,6,8.14,11,Chennai
1035,Citroen,Aircross,7,SUV,1,Petrol,Automatic,8,18.13,8,Chennai
1036,Toyota,Innova Hycross,8,,1,Petrol,Automatic,7,25.03,,Chennai
1037,Bentley,Bentayga,5,SUV,1,Petrol,Automatic,4,,,Chennai
1038,Honda,City,5,Sedan,1,Petrol,Automatic,6,19.12,,Chennai
1039,Mercedes-Benz,AMG EQS,5,Sedan,,Electric,Automatic,5,,,Chennai
1040,Toyota,Urban Cruiser Taisor,5,SUV,1,Petrol,Manual,5,10.39,,Chennai
1041,Skoda,Kylaq,5,SUV,1,Petrol,Manual,,14.48,,Chennai
1042,Honda,Elevate,5,SUV,1,Petrol,Automatic,7,17.30,,Chennai
1043,Mercedes-Benz,EQE SUV,5,SUV,,Electric,Automatic,9,,,Chennai
1044,Mercedes-Benz,EQS,5,Sedan,1,Electric,Automatic,5,,,Chennai
1045,Mercedes-Benz,G-Class,5,SUV,1,Diesel,Automatic,7,,,Chennai
1046,Toyota,Glanza,5,Hatchback,1,Petrol,Automatic,5,9.98,,Chennai
1047,Mercedes-Benz,GLA,5,SUV,1,Diesel,Automatic,5,71.87,,Chennai
1048,Jeep,Compass,5,SUV,1,Diesel,Manual,7,35.33,,Chennai
1049,Mercedes-Benz,GLB,7,SUV,1,Diesel,Automatic,5,91.09,,Chennai
1050,Toyota,Fortuner,7,SUV,1,Diesel,Manual,7,45.92,,Chennai
1051,Toyota,Fortuner Legender,7,SUV,1,Diesel,Automatic,,55.73,,Chennai
1052,Jeep,Meridian,7,,1,Diesel,Automatic,6,44.36,,Chennai
1053,Volkswagen,Taigun,5,,1,Petrol,Automatic,5,24.45,,Chennai
1054,Volkswagen,Virtus,5,Sedan,1,Petrol,Manual,7,19.21,,Chennai
1055,Skoda,Slavia,5,Sedan,1,Petrol,Automatic,11,22.47,,Chennai
1056,Toyota,Innova Crysta,8,,1,Diesel,Manual,5,31.92,,Chennai
1057,Toyota,Rumion,7,SUV,1,Petrol,Automatic,5,17.32,,Chennai
1058,Mercedes-Benz,Maybach GLS,5,SUV,1,Petrol,Automatic,6,,,Chennai
1059,Mercedes-Benz,Maybach S-Class,5,Sedan,,Petrol,Automatic,8,,,Chennai
1060,Mercedes-Benz,S-Class,5,Sedan,1,Petrol,Automatic,4,,,Chennai
1061,BMW,2 Series Gran Coupe,5,Coupe,1,Petrol,Automatic,,56.75,,Chennai
1062,BMW,3 Series Gran Limousine,5,Coupe,1,Petrol,Automatic,4,74.65,,Chennai
1063,Lamborghini,Huracan,2,Coupe,1,Petrol,Automatic,14,,,Chennai
1064,Mahindra,Bolero Neo Plus,9,SUV,1,Diesel,Manual,3,14.58,,Chennai
1065,BMW,i7,5,Sedan,1,Electric,Automatic,8,,,Chennai
1066,BMW,iX,5,SUV,1,Electric,Automatic,7,,,Chennai
1067,BMW,iX1,5,SUV,,Electric,Automatic,4,70.02,,Chennai
1068,BMW,M2,4,Coupe,,Petrol,Automatic,5,,,Chennai
1069,BMW,M340i,5,Sedan,,Petrol,Automatic,4,93.39,,Chennai
1070,BMW,M8,4,Coupe,,Petrol,Automatic,9,,,Chennai
1071,BMW,X3 M40i,5,SUV,,Petrol,Automatic,2,,,Chennai
1072,BMW,X4 M40i,5,SUV,,Petrol,Automatic,2,,,Chennai
1073,BMW,X5,5,,1,Petrol,Automatic,3,,,Chennai
1074,Aston Martin,DBX,5,SUV,,Petrol,Automatic,8,,,Chennai
1075,Hyundai,IONIQ 5,5,SUV,,Electric,Automatic,3,49.67,,Chennai
1076,Aston Martin,Vantage,2,Coupe,,Petrol,Automatic,6,,,Chennai
1077,BMW,i5,5,Sedan,,Electric,Automatic,9,,,Chennai
1078,BMW,5 Series,5,Sedan,1,Petrol,Automatic,2,89.95,,Chennai
1079,BYD,Atto 3,5,SUV,1,Electric,Automatic,4,25.86,,Chennai
1080,BYD,Seal,5,Sedan,1,Electric,Automatic,4,47.26,,Chennai
1081,Audi,A8 L,4,Sedan,1,Petrol,Automatic,8,,,Chennai
1082,Jeep,Wrangler,5,SUV,1,Petrol,Automatic,5,83.77,,Chennai
1083,Ferrari,296 GTB,2,Coupe,,Petrol,Automatic,8,,,Chennai
1084,Ferrari,296 GTS,2,Convertible,,Petrol,Automatic,8,,,Chennai
1085,Ferrari,F8 Tributo,2,Coupe,,Petrol,Automatic,15,,,Chennai
1086,Ferrari,Portofino,4,,,Petrol,Automatic,14,,,Chennai
1087,Audi,e-tron Sportback,5,SUV,1,Electric,Automatic,9,,,Chennai
1088,BMW,Z4,2,Convertible,1,Petrol,Automatic,7,,,Chennai
1089,Audi,Q3,5,SUV,1,Petrol,Automatic,5,69.46,,Chennai
1090,Audi,Q3 Sportback,5,SUV,1,Petrol,Automatic,4,71.08,,Chennai
1091,Audi,Q5,5,SUV,1,Petrol,Automatic,4,92.01,,Chennai
1092,Mercedes-Benz,AMG GLC43 Coupe,5,Coupe,,Petrol,Automatic,5,,,Chennai
1093,Land Rover,Defender,5,SUV,1,Petrol,Automatic,6,,,Chennai
1094,Audi,A6,5,Sedan,1,Petrol,Automatic,5,77.19,,Chennai
1095,Audi,e-tron,5,SUV,1,Electric,Automatic,8,,,Chennai
1096,Audi,A4,5,Sedan,1,Petrol,Automatic,5,58.72,,Chennai
1097,Land Rover,Range Rover,7,,1,Petrol,Automatic,8,,,Chennai
1098,BMW,7 Series,5,Sedan,1,Petrol,Automatic,6,,,Chennai
1099,Land Rover,Range Rover Sport,5,SUV,1,Diesel,Automatic,8,,,Chennai
1100,Land Rover,Range Rover Velar,5,SUV,1,Petrol,Automatic,5,,,Chennai
1101,Lotus,Eletre,4,SUV,1,Electric,Automatic,5,,,Chennai
1102,BMW,X1,5,,1,Diesel,Automatic,5,67.17,,Chennai
1103,Mercedes-Benz,E-Class,5,Sedan,1,Petrol,Automatic,4,93.81,,Chennai
1104,Mercedes-Benz,A-Class Limousine,5,Sedan,1,Diesel,Automatic,5,60.10,,Chennai
1105,McLaren,750S,2,Coupe,1,Petrol,Automatic,8,,,Chennai
1106,Mercedes-Benz,AMG A45 S,5,Hatchback,,Petrol,Automatic,7,,,Chennai
1107,Mercedes-Benz,AMG C 43,5,Sedan,,Petrol,Automatic,7,,,Chennai
1108,Mercedes-Benz,EQB,7,SUV,1,Electric,Automatic,6,80.05,,Chennai
1109,Mercedes-Benz,GLC,5,SUV,1,Diesel,Automatic,6,94.86,,Chennai
1110,Mercedes-Benz,GLS,7,SUV,1,Diesel,Automatic,5,,,Chennai
1111,Porsche,911,4,,1,Petrol,Automatic,2,,,Chennai
1112,Porsche,Cayenne,4,SUV,,Petrol,Automatic,7,,,Chennai
1113,Porsche,Cayenne Coupe,4,Coupe,,Petrol,Automatic,7,,,Chennai
1114,Porsche,Macan,5,SUV,1,Petrol,Automatic,9,,,Chennai
1115,Porsche,Taycan,5,Sedan,1,Electric,Automatic,12,,,Chennai
1116,Porsche,Taycan Cross Turismo,5,Sedan,1,Electric,Automatic,12,,,Chennai
1117,Rolls-Royce,Cullinan,5,SUV,,Petrol,Automatic,10,,,Chennai
1118,Rolls-Royce,Phantom,5,SUV,,Petrol,Automatic,9,,,Chennai
1119,Rolls-Royce,Spectre,4,SUV,,Electric,Automatic,15,,,Chennai
1120,Volvo,C40 Recharge,5,SUV,,Electric,Automatic,8,65.12,,Chennai
1121,Mercedes-Benz,AMG GLA35,5,SUV,,Petrol,Automatic,6,81.14,,Chennai
1122,Maserati,GranTurismo,5,,1,Petrol,Automatic,6,,,Chennai
1123,Land Rover,Discovery,7,SUV,1,Petrol,Automatic,8,,,Chennai
1124,Honda,Amaze,5,Sedan,1,Petrol,Automatic,6,13.79,,Chennai
1125,Mercedes-Benz,G-Class Electric,5,SUV,,Electric,Automatic,5,,,Chennai
1126,Toyota,Hilux,5,Up,1,Diesel,Automatic,,48.42,,Chennai
1127,Aston Martin,DB12,4,Coupe,,Petrol,Automatic,18,,,Chennai
1128,Mercedes-Benz,Maybach SL 680,2,Convertible,,Petrol,Automatic,2,,,Chennai
1129,BMW,3 Series LWB,5,Sedan,,Petrol,Automatic,4,79.59,,Chennai
1130,Lexus,LX,5,,1,Diesel,Automatic,3,,,Chennai
1131,Porsche,718,2,Coupe,1,Petrol,Automatic,9,,,Chennai
1132,Porsche,Macan Turbo EV,5,SUV,,Electric,Automatic,10,,,Chennai
1133,Porsche,Panamera,4,Coupe,,Petrol,Automatic,10,,,Chennai
1134,Toyota,Land Cruiser,5,SUV,1,Diesel,Automatic,5,,,Chennai
1135,Volvo,XC40 Recharge,5,SUV,1,Electric,Automatic,8,59.94,,Chennai
1136,Audi,Q7,7,SUV,1,Petrol,Automatic,5,,,Chennai
1137,Jeep,Grand Cherokee,5,SUV,1,Petrol,Automatic,4,86.11,,Chennai
1138,Toyota,Urban Cruiser Hyryder,5,SUV,1,CNG,Manual,7,19.64,,Chennai
1139,Mercedes-Benz,AMG G-Class,5,SUV,,Petrol,Automatic,8,,,Chennai
1140,Audi,Q8,5,SUV,,Petrol,Automatic,8,,,Chennai
1141,MINI,Countryman Electric,5,Hatchback,,Electric,Automatic,9,56.68,,Chennai
1142,Mercedes-Benz,EQA,5,SUV,,Electric,Automatic,6,68.25,,Chennai
1143,Mercedes-Benz,AMG E53 Cabriolet,4,Convertible,,Petrol,Automatic,5,,,Chennai
1144,Mercedes-Benz,AMG S 63 E Performance,5,Sedan,1,Petrol,Automatic,8,,,Chennai
1145,Mercedes-Benz,AMG GLE Coupe,5,Coupe,,Petrol,Automatic,6,,,Chennai
1146,Mercedes-Benz,GLE,5,SUV,,Diesel,Automatic,5,,,Chennai
1147,Force Motors,Gurkha,4,SUV,,Diesel,Manual,4,20.64,,Chennai
1148,Force Motors,Gurkha 5 Door,7,SUV,,Diesel,Manual,4,22.16,,Chennai
1149,Isuzu,V-Cross,5,SUV,1,Diesel,Manual,6,26.43,,Chennai
1150,Ferrari,Purosangue SUV,4,SUV,,Petrol,Automatic,8,,,Chennai
1151,Kia,EV9,6,SUV,,Electric,Automatic,5,,,Chennai
1152,MINI,Cooper,4,Hatchback,,Petrol,Automatic,10,55.62,,Chennai
1153,Skoda,Superb,5,Sedan,,Petrol,Automatic,3,66.55,,Chennai
1154,Kia,Carnival,7,SUV,,Diesel,Automatic,2,79.99,,Chennai
1155,Jaguar,I-Pace,5,,,Electric,Automatic,6,,,Chennai
1156,BMW,M4,4,Sedan,1,Petrol,Automatic,10,,,Chennai
1157,BYD,eMax 7,7,,1,Electric,Automatic,4,28.86,,Chennai
1158,Aston Martin,Vanquish,2,Coupe,,Petrol,Automatic,9,,,Chennai
1159,Kia,EV6,5,SUV,,Electric,Automatic,5,68.98,,Chennai
1160,Audi,RS5,5,Coupe,,Petrol,Automatic,6,,,Chennai
1161,Audi,e-tron GT,5,Sedan,1,Electric,Automatic,9,,,Chennai
1162,Audi,Q8 Sportback e-tron,5,Sedan,1,Electric,Automatic,9,,,Chennai
1163,Audi,S5 Sportback,5,Coupe,,Petrol,Automatic,7,96.95,,Chennai
1164,Mercedes-Benz,EQS SUV,7,,1,Electric,Automatic,10,,,Chennai
1165,Mercedes-Benz,Maybach EQS,5,SUV,1,Electric,Automatic,13,,,Chennai
1166,BMW,X3,5,SUV,1,Diesel,Automatic,4,96.99,,Chennai
1167,BYD,Sealion 7,5,SUV,1,Electric,Automatic,4,52.55,,Chennai
1168,Audi,RS Q8 Performance,5,Hatchback,,Petrol,Automatic,8,,,Chennai
1169,BMW,iX1 LWB,5,SUV,,Electric,Automatic,5,51.37,,Chennai
1170,BMW,i4,5,Sedan,1,Electric,Automatic,3,81.07,,Chennai
1171,Ferrari,Roma,4,Coupe,,Petrol,Automatic,15,,,Chennai
1172,Isuzu,MU-X,7,SUV,1,Diesel,Automatic,6,45.14,,Chennai
1173,Jaguar,F-Pace,5,SUV,1,Petrol,Automatic,4,89.95,,Chennai
1174,McLaren,GT,2,Coupe,,Petrol,Automatic,5,,,Chennai
1175,Mercedes-Benz,AMG GT 63 S E Performance,5,Sedan,,Petrol,Automatic,5,,,Chennai
1176,Mercedes-Benz,AMG SL55 Roadster,4,Convertible,,Petrol,Automatic,3,,,Chennai
1177,Mercedes-Benz,C-Class,5,Sedan,1,Diesel,Automatic,6,77.63,,Chennai
1178,Volvo,EX40,5,SUV,,Electric,Automatic,6,60.25,,Chennai
1179,Maserati,Grecale,5,SUV,1,Petrol,Automatic,4,,,Chennai
1180,BMW,M5,5,Sedan,,Petrol,Automatic,10,,,Chennai
1181,Volvo,XC90,7,SUV,,Petrol,Automatic,6,,,Chennai
1182,Volkswagen,Golf GTI,5,Hatchback,,Petrol,Automatic,4,66.18,,Chennai
1183,Volkswagen,Tiguan R-Line,5,SUV,,Petrol,Automatic,6,61.21,,Chennai
1184,Land Rover,Range Rover Evoque,5,SUV,1,Diesel,Automatic,3,86.68,,Chennai
1185,Skoda,Kodiaq,7,SUV,1,Petrol,Automatic,9,58.59,,Chennai
1186,Mahindra,XUV300,5,,1,Petrol,Automatic,9,16.79,,Chennai
1187,Maruti Suzuki,Alto (2019-2023),5,Hatchback,1,CNG,Manual,6,6.32,,Chennai
1188,Maruti Suzuki,Ciaz,5,Sedan,1,Petrol,Automatic,7,14.35,,Chennai
1189,Tata,Nexon EV Prime (2020-2023),5,SUV,1,Electric,Automatic,,18.49,,Chennai
1190,Tata,Harrier (2020-2023),5,SUV,1,Diesel,Automatic,,25.97,,Chennai
1191,Toyota,Innova Crysta (2020-2023),8,,1,Diesel,Manual,7,29.66,,Chennai
1192,Tata,Nexon (2020-2023),5,SUV,1,Petrol,Manual,,15.29,,Chennai
1193,Maruti Suzuki,Swift (2021-2024),5,Hatchback,1,Petrol,Automatic,7,10.04,,Chennai
1194,Kia,Seltos (2022-2023),5,SUV,1,Petrol,Manual,11,17.40,,Chennai
1195,Tata,Tiago EV (2022-2025),5,Hatchback,1,Electric,Automatic,5,12.25,,Chennai
1196,Skoda,Kushaq (2021-2023),5,SUV,1,Petrol,Automatic,5,21.72,,Chennai
1197,Hyundai,Aura (2020-2023),5,Sedan,1,Diesel,Manual,6,11.10,,Chennai
1198,Tata,Tiago (2020-2025),5,Hatchback,1,Petrol,Manual,3,6.18,,Chennai
1199,Hyundai,Alcazar (2021-2023),7,,1,Petrol,Automatic,6,25.91,,Chennai
1200,Hyundai,Creta,5,SUV,1,Petrol,Manual,12,13.15,11,Noida
1201,Hyundai,Venue,5,SUV,1,Petrol,Manual,4,9.23,11,Noida
1202,Kia,Sonet,5,SUV,1,Petrol,Manual,7,9.85,11,Noida
1203,Kia,Syros,5,SUV,1,Petrol,Manual,8,10.74,11,Noida
1204,Maruti Suzuki,Baleno,5,Hatchback,1,Petrol,Manual,6,7.77,11,Noida
1205,Maruti Suzuki,Brezza,5,SUV,1,Petrol,Manual,7,11.35,11,Noida
1206,Maruti Suzuki,Grand Vitara,5,SUV,1,Petrol,Manual,,13.25,11,Noida
1207,Mahindra,XUV700,7,SUV,1,Petrol,Manual,5,17.90,30,Noida
1208,Mahindra,Scorpio-N,7,SUV,1,Petrol,Manual,3,17.01,42,Noida
1209,Tata,Punch,5,SUV,1,Petrol,Manual,2,6.94,11,Noida
1210,Tata,Nexon,5,SUV,1,Petrol,Manual,2,9.19,11,Noida
1211,Hyundai,Grand i10 Nios,5,Hatchback,1,Petrol,Manual,3,7.01,11,Noida
1212,Hyundai,Aura,5,Sedan,1,Petrol,Manual,6,8.60,11,Noida
1213,Maruti Suzuki,Wagon R,5,Hatchback,1,Petrol,Manual,3,6.61,11,Noida
1214,Maruti Suzuki,Swift,5,Hatchback,1,Petrol,Manual,4,7.42,11,Noida
1215,Tata,Altroz (2020-2025),5,Hatchback,1,Petrol,Manual,4,9.19,11,Noida
1216,Maruti Suzuki,Celerio,5,Hatchback,1,Petrol,Manual,6,6.22,11,Noida
1217,Renault,Triber,7,MUV,1,Petrol,Manual,2,7.12,11,Noida
1218,Renault,Kwid,5,Hatchback,1,Petrol,Manual,5,5.94,11,Noida
1219,Renault,Kiger,5,SUV,1,Petrol,Manual,5,7.10,11,Noida
1220,Toyota,Glanza,5,Hatchback,1,Petrol,Manual,5,11.27,8,Noida
1221,Hyundai,i20 N Line,5,Hatchback,1,Petrol,Manual,7,13.38,11,Noida
1222,Honda,City,5,Sedan,1,Petrol,Manual,6,15.38,11,Noida
1223,Maruti Suzuki,Alto K10,5,Hatchback,1,Petrol,Manual,6,5.73,11,Noida
1224,Hyundai,Venue N-Line,5,SUV,1,Petrol,Automatic,5,16.29,11,Noida
1225,Hyundai,Tucson,5,SUV,1,Petrol,Automatic,5,34.24,00,Noida
1226,Maruti Suzuki,Eeco,5,Van,1,Petrol,Manual,5,7.02,11,Noida
1227,Maruti Suzuki,Invicto,7,SUV,1,Petrol,Automatic,4,29.52,90,Noida
1228,Hyundai,Verna,5,Sedan,1,Petrol,Automatic,7,19.25,8,Noida
1229,Tata,Harrier,5,SUV,1,Diesel,Manual,2,22.11,11,Noida
1230,Hyundai,Exter,5,SUV,1,Petrol,Manual,,7.03,11,Noida
1231,Toyota,Rumion,7,SUV,1,Petrol,Manual,5,12.37,8,Noida
1232,Toyota,Innova Crysta,8,SUV,1,Diesel,Manual,5,23.66,84,Noida
1233,Kia,Seltos,5,SUV,1,Petrol,Manual,7,13.32,11,Noida
1234,Honda,Elevate,5,SUV,1,Petrol,Manual,7,14.63,11,Noida
1235,Kia,Carens,7,SUV,1,Petrol,Manual,7,13.50,11,Noida
1236,Toyota,Urban Cruiser Hyryder,5,SUV,1,Petrol,Manual,7,15.01,8,Noida
1237,Skoda,Slavia,5,Sedan,1,Petrol,Manual,4,16.08,11,Noida
1238,Skoda,Kushaq,5,SUV,1,Petrol,Automatic,4,18.73,11,Noida
1239,Maruti Suzuki,Fronx,5,SUV,1,Petrol,Manual,6,8.63,11,Noida
1240,Mahindra,Scorpio Classic,7,SUV,1,Diesel,Manual,3,16.71,42,Noida
1241,Mahindra,Thar Roxx,5,SUV,1,Petrol,Automatic,3,19.02,10,Noida
1242,Maruti Suzuki,Jimny,4,SUV,1,Petrol,Manual,5,14.84,28,Noida
1243,MG,Gloster,6,SUV,1,Diesel,Automatic,,50.07,14,Noida
1244,Honda,Amaze,5,Sedan,1,Petrol,Manual,6,9.36,11,Noida
1245,Tata,Tigor,5,Sedan,1,Petrol,Manual,2,6.95,11,Noida
1246,Mahindra,Thar,4,SUV,1,Diesel,Manual,3,13.87,56,Noida
1247,Toyota,Fortuner,7,SUV,1,Petrol,Automatic,7,42.26,28,Noida
1248,Volkswagen,Virtus,5,Sedan,1,Petrol,Manual,7,13.69,21,Noida
1249,Maruti Suzuki,XL6,6,SUV,1,Petrol,Manual,6,13.71,11,Noida
1250,Hyundai,i20,5,Hatchback,1,Petrol,Manual,6,9.05,11,Noida
